Date,IAV,IAV_nov,IAV_case,IAV_5,IAV_nov_5,IAV_0,IAV_nov_0
2022/11/7,,,125.5714286,,,,
2022/11/8,,,125.5714286,,,,
2022/11/9,,,125.5714286,,,,
2022/11/10,,,125.5714286,,,,
2022/11/11,,,125.5714286,,,,
2022/11/12,,,125.5714286,,,,
2022/11/13,,,194.4285714,,,,
2022/11/14,,,194.4285714,,,,
2022/11/15,,,194.4285714,,,,
2022/11/16,,,194.4285714,,,,
2022/11/17,,,194.4285714,,,,
2022/11/18,,,194.4285714,,,,
2022/11/19,,,194.4285714,,,,
2022/11/20,,,426.1428571,,,,
2022/11/21,,,426.1428571,,,,
2022/11/22,,,426.1428571,,,,
2022/11/23,,,426.1428571,,,,
2022/11/24,,,426.1428571,,,,
2022/11/25,,,426.1428571,,,,
2022/11/26,,,426.1428571,,,,
2022/11/27,,,834,,,,
2022/11/28,,,834,,,,
2022/11/29,,,834,,,,
2022/11/30,,,834,,,,
2022/12/1,,,834,,,,
2022/12/2,,,834,,,,
2022/12/3,,,834,,,,
2022/12/4,,,1154.571429,,,,
2022/12/5,,,1154.571429,,,,
2022/12/6,,,1154.571429,,,,
2022/12/7,,,1154.571429,,,,
2022/12/8,,,1154.571429,,,,
2022/12/9,,,1154.571429,,,,
2022/12/10,,,1154.571429,,,,
2022/12/11,,,1234,,,,
2022/12/12,4.67199621,-3.596918625,1234,4.67199621,-3.596918625,4.760495564,-3.664059412
2022/12/13,,,1234,,,,
2022/12/14,4.675458493,-3.606815073,1234,4.675458493,-3.606815073,4.583496856,-3.529777837
2022/12/15,,,1234,,,,
2022/12/16,4.672211121,-3.571114094,1234,4.632939958,-3.578192903,4.68238306,-3.626607969
2022/12/17,,,1234,,,,
2022/12/18,,,1185,,,,
2022/12/19,4.748027865,-3.548925069,1185,4.780850267,-3.510083619,4.750753447,-3.556956477
2022/12/20,,,1185,,,,
2022/12/21,4.799687991,-3.531922691,1185,4.799687991,-3.531922691,4.810947087,-3.463210762
2022/12/22,,,1185,,,,
2022/12/23,4.869355797,-3.504328165,1185,4.824155263,-3.519405798,4.837363438,-3.575600834
2022/12/24,,,1185,,,,
2022/12/25,,,808,,,,
2022/12/26,4.813136317,-3.521602174,808,4.80506061,-3.503602621,4.959756867,-3.474172899
2022/12/27,4.80506061,-3.503602621,808,4.80506061,-3.503602621,4.816322676,-3.333512021
2022/12/28,4.80506061,-3.503602621,808,4.80506061,-3.503602621,4.639102287,-3.703122943
2022/12/29,,,808,,,,
2022/12/30,,,808,,,,
2022/12/31,,,808,,,,
2023/1/1,,,419.5714286,,,,
2023/1/2,4.605015427,-3.730928599,419.5714286,4.605015427,-3.730928599,4.454055596,-3.85875623
2023/1/3,,,419.5714286,,,,
2023/1/4,4.53181299,-3.812599702,419.5714286,4.53181299,-3.812599702,4.755975259,-3.603100967
2023/1/5,,,419.5714286,,,,
2023/1/6,4.544504752,-3.907933634,419.5714286,4.570691687,-3.789521438,4.385408115,-3.975941909
2023/1/7,,,419.5714286,,,,
2023/1/8,,,171.7142857,,,,
2023/1/9,4.525059083,-3.950452832,171.7142857,4.594884567,-3.937708294,4.492130881,-4.144758026
2023/1/10,,,171.7142857,,,,
2023/1/11,4.518632536,-3.98155154,171.7142857,4.518632536,-3.98155154,4.697638252,-3.730658562
2023/1/12,,,171.7142857,,,,
2023/1/13,4.459759851,-4.004262069,171.7142857,4.531883364,-3.899948297,4.366128475,-4.069238032
2023/1/14,,,171.7142857,,,,
2023/1/15,,,95.28571429,,,,
2023/1/16,4.251194672,-4.217920269,95.28571429,4.193727771,-4.292261388,4.315512824,-4.212889614
2023/1/17,,,95.28571429,,,,
2023/1/18,4.151493516,-4.521070609,95.28571429,4.151493516,-4.521070609,4.071942717,-4.371633163
2023/1/19,,,95.28571429,,,,
2023/1/20,4.021993078,-4.583760776,95.28571429,4.069483862,-4.675161107,4.067025007,-4.978689051
2023/1/21,,,95.28571429,,,,
